symbol,organ_name
DCS,Công ty Cổ phần Tập đoàn Đại Châu
DCR,Công ty Cổ phần Gạch men COSEVCO
DCM,Công ty Cổ phần Phân bón Dầu Khí Cà Mau
DCL,Công ty Cổ phần Dược phẩm Cửu Long
DCH,Công ty Cổ phần Địa chính Hà Nội
DCG,Công ty Cổ phần Tổng Công ty May Đáp Cầu
DCF,Công ty Cổ phần Xây dựng và Thiết kế số 1
DC4,Công ty Cổ phần Xây dựng DIC Holdings
DC2,Công ty Cổ phần Đầu tư Phát triển - Xây dựng (DIC) số 2
DC1,Công ty Cổ phần Đầu tư Phát triển Xây dựng số 1
DBW,Công ty Cổ phần Cấp nước Điện Biên
DBT,Công ty Cổ phần Dược phẩm Bến Tre
DBM,Công ty Cổ phần Dược - Vật tư Y tế Đắk Lắk
DBH,Công ty Cổ phần Đường bộ Hải Phòng
DBD,Công ty Cổ phần Dược - Trang thiết bị y tế Bình Định (BIDIPHAR)
DBC,Công ty Cổ phần Tập đoàn Dabaco Việt Nam
DAT,Công ty Cổ phần Đầu tư Du lịch và Phát triển Thủy sản
DAS,Công ty Cổ phần Máy - Thiết bị Dầu khí Đà Nẵng
DAR,Công ty Cổ phần Xe lửa Dĩ An
DAN,Công ty Cổ phần Dược Danapha
DAH,Công ty Cổ phần Tập đoàn Khách sạn Đông Á
DAG,Công ty Cổ phần Tập đoàn Nhựa Đông Á
DAE,Công ty Cổ phần Sách Giáo dục tại Thành phố Đà Nẵng
DAD,Công ty Cổ phần Đầu tư và Phát triển Giáo dục Đà Nẵng
DAC,Công ty Cổ phần 382 Đông Anh
D2D,Công ty Cổ phần Phát triển Đô thị Công nghiệp số 2
D17,Công ty Cổ Phần Đồng Tân
D11,Công ty Cổ phần Địa ốc 11
CYC,Công ty Cổ phần Gạch men Chang Yih
CX8,Công ty Cổ phần Đầu tư và Xây lắp Constrexim số 8
CVT,Công ty Cổ phần CMC
CVP,Công ty cổ phần Cảng Cửa Việt
CVN,Công ty Cổ phần Vinam
CTX,Tổng Công ty Cổ phần Đầu tư Xây dựng và Thương mại Việt Nam
CTW,Công ty Cổ phần Cấp thoát nước Cần Thơ
CTT,Công ty Cổ phần Chế tạo máy Vinacomin
CTS,Công ty Cổ phần Chứng khoán Ngân hàng Công thương Việt Nam
CTR,Tổng Công ty Cổ phần Công trình Viettel
CTP,Công ty Cổ phần Hoà Bình Takara
CTN,Công ty Cổ phần Xây dựng Công trình ngầm
CTI,Công ty Cổ phần Đầu tư Phát triển Cường Thuận IDICO
CTG,Ngân hàng Thương mại Cổ phần Công thương Việt Nam
CTF,Công ty Cổ phần City Auto
CTD,Công ty Cổ phần Xây dựng Coteccons
CTC,Công ty Cổ phần Tập đoàn Hoàng Kim Tây Nguyên
CTB,Công ty Cổ phần Chế tạo Bơm Hải Dương
CTA,Công ty Cổ phần Vinavico
CT6,Công ty Cổ phần Công trình 6
CT5,
CT3,Công ty Cổ phần Đầu tư và Xây dựng công trình 3
CSV,Công ty Cổ phần Hóa chất Cơ bản miền Nam
CST,Công ty Cổ phần Than Cao Sơn - TKV
CSM,Công ty Cổ phần Công nghiệp Cao su Miền Nam
CSI,Công ty Cổ phần Chứng khoán Kiến thiết Việt Nam
CSC,Công ty Cổ phần Tập đoàn COTANA
CRE,Công ty Cổ phần Bất động sản Thế Kỷ
CRC,Công ty Cổ phần Create Capital Việt Nam
CQT,Công ty Cổ phần Xi măng Quán Triều VVMI
CQN,Công ty Cổ phần Cảng Quảng Ninh
CPI,Công ty Cổ phần Đầu tư Cảng Cái Lân
CPH,Công ty Cổ phần Phục vụ Mai táng Hải Phòng
CPC,Công ty Cổ phần Thuốc sát trùng Cần Thơ
CPA,Công ty Cổ phần Cà phê Phước An
COM,Công ty Cổ phần Vật tư Xăng dầu
CNT,Công ty Cổ phần Tập đoàn CNT
CNN,"Công ty Cổ phần Tư vấn Công nghệ, Thiết bị và Kiểm định Xây dựng - CONINCO"
CNG,Công ty Cổ phần CNG Việt Nam
CNC,Công ty Cổ phần Công nghệ cao Traphaco
CNA,Công ty Cổ phần Tổng công ty Chè Nghệ An
CMX,Công ty Cổ phần CAMIMEX Group
CMW,Công ty Cổ phần Cấp nước Cà Mau
CMV,Công ty Cổ phần Thương nghiệp Cà Mau
CMT,Công ty Cổ phần Công nghệ mạng và Truyền thông
CMS,Công ty Cổ phần Tập đoàn CMH Việt Nam
CMP,Công ty Cổ phần Cảng Chân Mây
CMN,Công ty Cổ phần Lương thực Thực phẩm Colusa - Miliket
CMM,Công ty Cổ phần Camimex
CMK,Công ty Cổ phần Cơ khí Mạo Khê - Vinacomin
CMI,Công ty Cổ phần CMISTONE Việt Nam
CMG,Công ty Cổ phần Tập đoàn Công nghệ CMC
CMF,Công ty Cổ phần Thực phẩm Cholimex
CMD,Công ty Cổ phần Vật liệu xây dựng và Trang trí nội thất TP Hồ Chí Minh
CMC,Công ty Cổ phần Đầu tư CMC
CLX,Công ty Cổ phần Xuất nhập khẩu và Đầu tư Chợ Lớn (CHOLIMEX)
CLW,Công ty Cổ phần Cấp nước Chợ Lớn
CLM,Công ty Cổ phần Xuất nhập khẩu Than - Vinacomin
CLL,Công ty Cổ phần Cảng Cát Lái
CLH,Công ty Cổ phần Xi măng La Hiên VVMI
CLG,Công ty Cổ phần Đầu tư và Phát triển Nhà đất Cotec
CLC,Công ty Cổ phần Cát Lợi
CKV,Công ty Cổ phần CokyVina
CKG,Công ty Cổ phần Tập đoàn Tư vấn Đầu tư Xây dựng Kiên Giang
CKD,Công ty Cổ phần Cơ khí Đông Anh Licogi
CKA,Công ty Cổ phần Cơ khí An Giang
CK8,Công ty Cổ phần Cơ khí 120
CJC,Công ty Cổ phần Cơ điện Miền Trung
CIP,Công ty Cổ phần Xây lắp và Sản xuất Công nghiệp
CII,Công ty Cổ phần Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh
CIG,Công ty Cổ phần COMA 18
CID,Công ty Cổ phần Xây dựng và Phát triển Cơ sở Hạ tầng
CIA,Công ty Cổ Phần Dịch Vụ Sân Bay Quốc Tế Cam Ranh
CI5,Công ty Cổ phần Đầu tư Xây dựng số 5
CHS,Công ty Cổ phần Chiếu sáng Công cộng Thành phố Hồ Chí Minh
CHP,Công ty Cổ phần Thủy điện Miền Trung
CHC,Công ty Cổ phần Cẩm Hà
CH5,Công ty Cổ phần Xây dựng số 5 Hà Nội
CGV,Công ty Cổ phần Vinaceglass
CGL,Công ty Cổ phần Thương mại Gia Lai
CFV,Công ty Cổ phần Cà phê Thắng Lợi
CFM,Công ty Cổ phần Đầu tư CFM
CET,Công ty Cổ phần HTC Holding
CEO,Công ty Cổ phần Tập đoàn C.E.O
CEN,Công ty Cổ phần CENCON Việt Nam
CEG,Công ty Cổ phần Tập đoàn Xây dựng và Thiết bị Công nghiệp
CEE,Công ty Cổ phần Xây dựng Hạ tầng CII
CE1,Công ty Cổ phần Xây dựng và Thiết bị Công nghiệp CIE1
CDR,Công ty Cổ phần Xây dựng Cao su Đồng Nai
CDP,Công ty Cổ phần Dược phẩm Trung ương Codupha
CDO,Công ty Cổ phần Tư vấn Thiết kế và Phát triển Đô thị
CDN,Công ty Cổ phần Cảng Đà Nẵng
CDH,Công ty Cổ phần Công trình Công cộng và Dịch vụ Du lịch Hải Phòng
CDG,Công ty Cổ phần Cầu Đuống
CDC,Công ty Cổ phần Chương Dương
CCV,Công ty Cổ phần Tư vấn Xây dựng Công nghiệp và Đô thị Việt Nam
CCT,Công ty Cổ phần Cảng Cần Thơ
CCR,Công ty Cổ phần Cảng Cam Ranh
CCP,Công ty Cổ phần Cảng Cửa Cấm Hải Phòng
CCM,Công ty Cổ phần Khoáng sản và Xi măng Cần Thơ
CCL,Công ty Cổ phần Đầu tư và Phát triển Đô thị Dầu khí Cửu Long
CCI,Công ty Cổ phần Đầu tư Phát triển Công nghiệp Thương mại Củ Chi
CCC,Công ty Cổ Phần Xây Dựng CDC
CCA,Công ty Cổ phần Xuất nhập khẩu Thủy sản Cần Thơ
CC4,Công ty Cổ phần Đầu tư và Xây dựng số 4
CC1,Tổng Công ty Xây dựng số 1 - CTCP
CBS,Công ty Cổ phần Mía đường Cao Bằng
CBI,Công ty Cổ phần Gang thép Cao Bằng
CAV,Công ty Cổ Phần Dây cáp điện Việt Nam
CAT,Công ty Cổ phần Thủy sản Cà Mau
CAR,Công ty cổ phần Tập đoàn Giáo dục Trí Việt
CAP,Công ty Cổ phần Lâm Nông sản Thực phẩm Yên Bái
CAN,Công ty Cổ phần Đồ hộp Hạ Long
CAG,Công ty Cổ phần Cảng An Giang
CAD,Công ty Cổ phần Chế biến và Xuất khẩu Thủy sản Cadovimex
CAB,Công ty Cổ phần Tổng Công ty Truyền hình Cáp Việt Nam
C92,Công ty Cổ phần Xây dựng và Đầu tư 492
C69,Công ty Cổ phần Xây dựng 1369
C4G,Công ty Cổ phần Tập Đoàn Cienco4
C47,Công ty Cổ phần Xây dựng 47
C32,Công ty Cổ phần CIC39
C22,Công ty Cổ phần 22
C21,Công ty Cổ phần Thế kỷ 21
C12,Công ty Cổ phần Cầu 12
BXT,
BXH,Công ty Cổ phần VICEM Bao bì Hải Phòng
BWS,Công ty Cổ phần Cấp Nước Bà Rịa - Vũng Tàu
BWE,Công ty Cổ phần - Tổng công ty Nước - Môi trường Bình Dương
BWA,Công ty Cổ phần Cấp thoát nước và Xây dựng Bảo Lộc
BVS,Công ty Cổ phần Chứng khoán Bảo Việt
BVN,Công ty Cổ phần Bông Việt Nam
BVL,Công ty Cổ phần BV Land
BVH,Tập đoàn Bảo Việt
BVG,Công ty Cổ phần Group Bắc Việt
BVB,Ngân hàng Thương mại Cổ phần Bản Việt
BUD,
BTW,Công ty Cổ phần Cấp nước Bến Thành
BTV,Công ty Cổ phần Dịch vụ Du lịch Bến Thành
BTU,Công ty Cổ phần Công trình Đô thị Bến Tre
BTT,Công ty Cổ phần Thương mại - Dịch vụ Bến Thành
BTS,Công ty Cổ phần Xi măng VICEM Bút Sơn
BTP,Công ty Cổ phần Nhiệt điện Bà Rịa
BTN,Công ty Cổ phần Đầu tư Bitco Bình Định
BTH,Công ty Cổ phần Chế tạo Biến thế và Vật liệu Điện Hà Nội
BTG,Công ty Cổ phần Bao bì Tiền Giang
BTD,Công ty Cổ phần Bê tông ly tâm Thủ Đức
BTB,Công ty Cổ phần Bia Hà Nội - Thái Bình
BT6,Công ty Cổ phần BETON 6
BT1,Công ty Cổ phần Bảo vệ thực vật 1 Trung ương
BST,Công ty Cổ phần Sách và Thiết bị Bình Thuận
BSR,Công ty Cổ phần Lọc Hóa dầu Bình Sơn
BSQ,Công ty Cổ phần Bia Sài Gòn - Quảng Ngãi
BSP,Công ty Cổ phần Bia Sài Gòn - Phú Thọ
BSL,Công ty Cổ phần Bia Sài Gòn - Sông Lam
BSI,Công ty Cổ phần Chứng khoán BIDV
BSH,Công ty Cổ phần Bia Sài Gòn - Hà Nội
BSG,Công ty Cổ phần Xe khách Sài Gòn
BSD,"Công ty Cổ phần Bia, Rượu Sài Gòn - Đồng Xuân"
BSC,Công ty Cổ phần Dịch vụ Bến Thành
BSA,Công ty Cổ phần Thủy điện Buôn Đôn
BRS,Công ty Cổ phần Dịch vụ Đô thị Bà Rịa
BRR,Công ty Cổ phần Cao su Bà Rịa
BRC,Công ty Cổ phần Cao su Bến Thành
BQB,Công ty Cổ phần Bia Hà Nội - Quảng Bình
BPW,
BPC,Công ty Cổ phần Vicem Bao bì Bỉm Sơn
BOT,Công ty Cổ phần BOT Cầu Thái Hà
BNW,Công ty Cổ phần Nước sạch Bắc Ninh
BNA,Công ty Cổ phần Tập đoàn Đầu tư Bảo Ngọc
BMV,Công ty Cổ phần Bột mỳ Vinafood 1
BMS,Công ty Cổ phần Chứng khoán Bảo Minh
BMP,Công ty Cổ phần Nhựa Bình Minh
BMN,Công ty Cổ phần 715
BMK,Công ty Cổ Phần Kỹ thuật Nhiệt Mèo Đen
BMJ,Công ty Cổ phần Khoáng sản Miền Đông AHP
BMI,Tổng Công ty Cổ phần Bảo Minh
BMG,Công ty Cổ phần May Bình Minh
BMF,Công ty Cổ phần Vật liệu Xây dựng và Chất đốt Đồng Nai
BMD,Công ty Cổ phần Môi trường và Dịch vụ Đô thị Bình Thuận
BMC,Công ty Cổ phần Khoáng sản Bình Định
BLW,Công ty Cổ phần Cấp nước Bạc Liêu
BLU,
BLT,Công ty Cổ phần Lương thực Bình Định
BLN,Công ty Cổ phần Vận tải và Dịch vụ Liên Ninh
BLI,Tổng Công ty Cổ phần Bảo hiểm Bảo Long
BLF,Công ty Cổ phần Thủy sản Bạc Liêu
BKH,Công ty Cổ phần Bánh mứt kẹo Hà Nội
BKG,Công ty Cổ phần Đầu tư BKG Việt Nam
BKC,Công ty Cổ phần Khoáng sản Bắc Kạn
BIO,Công ty Cổ phần Vắc xin và Sinh phẩm Nha Trang
BII,Công ty Cổ phần Đầu tư và Phát triển Công nghiệp Bảo Thư
BIG,Công ty cổ phần BIG Invest Group
BID,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam
BIC,Tổng Công ty Cổ phần Bảo hiểm Ngân hàng Đầu tư và Phát triển Việt Nam
BHT,Công ty Cổ phần Đầu tư Xây dựng Bạch Đằng TMC
BHP,Công ty Cổ phần Bia Hà Nội - Hải Phòng
BHN,Tổng Công ty Cổ phần Bia - Rượu - Nước giải khát Hà Nội
BHK,Công ty Cổ phần Bia Hà Nội - Kim Bài
BHI,Tổng Công ty Cổ phần Bảo hiểm Sài Gòn - Hà Nội
BHG,Công ty Cổ phần Chè Biển Hồ
BHC,Công ty Cổ phần Bê tông Biên Hòa
BHA,Công ty Cổ phần Thủy điện Bắc Hà
BGW,Công ty Cổ phần Nước sạch Bắc Giang
BGE,Công ty Cổ phần BCG Energy
BFC,Công ty Cổ phần Phân bón Bình Điền
BEL,Công ty Cổ phần Điện tử Biên Hòa
BED,Công ty Cổ phần Sách và Thiết bị trường học Đà Nẵng
BDW,Công ty Cổ phần Cấp thoát nước Bình Định
BDT,Công ty Cổ phần Xây lắp và Vật liệu xây dựng Đồng Tháp
BDG,Công ty Cổ phần May mặc Bình Dương
BDB,Công ty Cổ phần Sách và Thiết bị Bình Định
BCV,Công ty Cổ phần Du lịch và Thương mại Bằng Giang Cao Bằng - Vimico
BCR,Công ty Cổ phần BCG Land
BCP,Công ty Cổ phần Dược Enlie
BCO,Công ty Cổ phần Xây dựng Bình Phước
BCM,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP
BCG,Công ty Cổ phần Tập đoàn Bamboo Capital
BCF,Công ty Cổ phần Thực phẩm Bích Chi
BCE,Công ty Cổ phần Xây dựng và Giao thông Bình Dương
BCC,Công ty Cổ phần Xi măng Bỉm Sơn
BCB,Công ty Cổ phần 397
BCA,Công ty cổ phần B.C.H
BBT,Công ty Cổ phần Bông Bạch Tuyết
BBS,Công ty Cổ phần VICEM Bao bì Bút Sơn
BBM,Công ty Cổ phần Bia Hà Nội - Nam Định
BBH,Công ty Cổ phần Bao bì Hoàng Thạch
BBC,Công ty Cổ phần Bibica
BAX,Công ty Cổ phần Thống Nhất
BAL,Công ty Cổ phần Bao bì Bia - Rượu - Nước giải khát
BAF,Công ty Cổ phần Nông nghiệp BAF Việt Nam
BAB,Ngân hàng Thương mại Cổ phần Bắc Á
B82,Công ty Cổ phần 482
AVG,Công ty Cổ phần Phân Bón Quốc Tế Âu Việt
AVF,Công ty Cổ phần Việt An
AVC,Công ty Cổ phần Thủy điện A Vương
AUM,Công ty Cổ phần Vinacafe Sơn Thành
ATS,Công ty Cổ phần Tập đoàn Đầu tư ATS
ATG,Công ty Cổ phần An Trường An
ATB,Công ty Cổ phần An Thịnh
ATA,Công ty Cổ phần NTACO
AST,Công ty Cổ phần Dịch vụ Hàng không Taseco
ASP,Công ty Cổ phần Tập đoàn Dầu khí An Pha
ASM,Công ty Cổ phần Tập đoàn Sao Mai
ASG,Công ty Cổ phần Tập đoàn ASG
ASA,Công ty Cổ phần ASA
ART,Công ty Cổ phần Chứng khoán BOS
ARM,Công ty Cổ phần Xuất nhập khẩu Hàng không
APT,Công ty Cổ phần Kinh doanh thủy hải sản Sài Gòn
APS,Công ty Cổ phần Chứng khoán Châu Á - Thái Bình Dương
APP,Công ty Cổ phần Phát triển Phụ gia và Sản phẩm dầu mỏ
APL,Công ty Cổ phần Cơ khí và Thiết bị áp lực - VVMI
API,Công ty Cổ phần Đầu tư Châu Á - Thái Bình Dương
APH,Công ty Cổ phần Tập đoàn An Phát Holdings
APG,Công ty Cổ phần Chứng khoán APG
APF,Công ty Cổ phần Nông sản Thực phẩm Quảng Ngãi
APC,Công ty Cổ phần Chiếu xạ An Phú
ANV,Công ty Cổ phần Nam Việt
ANT,Công ty Cổ phần Rau quả Thực phẩm An Giang
AMV,Công ty Cổ phần Sản xuất Kinh doanh Dược và Trang thiết bị Y tế Việt Mỹ
AMS,Công ty Cổ phần Cơ khí Xây dựng AMECC
AMP,Công ty Cổ phần Armephaco
AME,Công ty cổ phần Alphanam E&C
AMD,Công ty Cổ phần Đầu tư và Khoáng sản FLC Stone
AMC,Công ty Cổ phần Khoáng sản Á Châu
ALV,Công ty Cổ phần Xây dựng ALVICO
ALT,Công ty Cổ phần Văn hóa Tân Bình
AIG,Công ty Cổ phần Nguyên liệu Á Châu AIG
AIC,Tổng Công ty Cổ phần Bảo hiểm Hàng không
AGX,Công ty Cổ phần Thực phẩm Nông sản Xuất khẩu Sài Gòn
AGR,Công ty Cổ phần Chứng khoán AGRIBANK
AGP,Công ty Cổ phần Dược phẩm AGIMEXPHARM
AGM,Công ty Cổ phần Xuất nhập khẩu An Giang
AGG,Công ty Cổ phần Đầu tư và Phát triển Bất động sản An Gia
AGF,Công ty Cổ phần Xuất nhập khẩu Thủy sản An Giang
AGE,Công ty Cổ phần Môi trường Đô thị An Giang
AG1,Công ty Cổ phần 28.1
AFX,Công ty Cổ phần Xuất Nhập khẩu Nông sản Thực phẩm An Giang
ADS,Công ty Cổ phần DAMSAN
ADP,Công ty Cổ phần Sơn Á Đông
ADG,Công ty Cổ phần Clever Group
ADC,Công ty Cổ phần Mĩ thuật và Truyền thông
ACV,Tổng Công ty Cảng Hàng không Việt Nam - CTCP
ACS,Công ty Cổ phần Xây lắp Thương mại 2
ACM,Công ty Cổ phần Tập đoàn Khoáng sản Á Cường
ACL,Công ty Cổ phần Xuất nhập khẩu Thủy sản Cửu Long An Giang
ACG,Công ty Cổ phần Gỗ An Cường
ACE,Công ty Cổ phần Bê tông ly tâm An Giang
ACC,Công ty Cổ phần Đầu tư và Xây dựng Bình Dương ACC
ACB,Ngân hàng Thương mại Cổ phần Á Châu
ABW,Công ty Cổ phần Chứng khoán An Bình
ABT,Công ty Cổ phần Xuất nhập khẩu Thủy sản Bến Tre
ABS,Công ty Cổ phần Dịch vụ Nông nghiệp Bình Thuận
ABR,Công ty Cổ phần Đầu tư Nhãn Hiệu Việt
ABI,Công ty Cổ phần Bảo hiểm Ngân hàng Nông Nghiệp
ABC,Công ty Cổ phần Truyền thông VMG
ABB,Ngân hàng Thương mại Cổ phần An Bình
AAV,Công ty Cổ phần AAV Group
AAT,Công ty Cổ phần Tập đoàn Tiên Sơn Thanh Hóa
AAS,Công ty Cổ phần Chứng khoán SmartInvest
AAM,Công ty Cổ Phần Thủy Sản MeKong
AAH,Công ty Cổ phần Hợp Nhất
AAA,Công ty Cổ phần Nhựa An Phát Xanh
A32,Công ty Cổ phần 32
