Mã CK,Tên công ty,Ngành cấp 1,Ngành cấp 2,Ngành cấp 3,Sàn,Ngày GDĐT,Khối lượng NY/ĐKGD
TMT,CTCP Ô tô TMT,Sản xuất,Sản xuất phương tiện vận tải,Sản xuất xe cơ giới,HOSE,22/01/2010,"37,287,680"
HII,CTCP An Tiến Industries,Sản xuất,"Sản xuất hóa chất, dược phẩm","Sản xuất nhựa, cao su tổng hợp, sợi tổng hợp nhân tạo",HOSE,22/06/2017,"36,831,508"
CVT,CTCP CMC,Sản xuất,Sản xuất sản phẩm khoáng chất phi kim,Sản xuất các sản phẩm từ đất sét và vật liệu chịu nhiệt,HOSE,5/10/2017,"36,690,887"
NHH,CTCP Nhựa Hà Nội,Sản xuất,"Sản xuất thiết bị, máy móc","Sản xuất thiết bị, máy móc công nghiệp",HOSE,12/12/2019,"36,440,000"
DMC,CTCP Xuất nhập khẩu Y Tế Domesco,Sản xuất,"Sản xuất hóa chất, dược phẩm",Sản xuất thuốc và dược phẩm,HOSE,25/12/2006,"34,727,465"
DQC,CTCP Bóng đèn Điện Quang,Sản xuất,"Sản xuất trang thiết bị, dụng cụ điện",Sản xuất thiết bị điện chiếu sáng,HOSE,21/02/2008,"34,359,416"
TAC,CTCP Dầu thực vật Tường An,Sản xuất,Sản xuất thực phẩm,Xay sát các loại hạt và hạt có dầu,HOSE,26/12/2006,"33,879,648"
SHA,CTCP Sơn Hà Sài Gòn,Sản xuất,Sản xuất trang thiết bị nội thất và sản phẩm liên quan,Sản xuất các sản phẩm nội thất có liên quan khác,HOSE,30/11/2016,"33,446,675"
GMC,CTCP Garmex Sài Gòn,Sản xuất,Sản xuất các sản phẩm may mặc,Sản xuất sản phẩm may mặc công nghiệp,HOSE,22/12/2006,"33,000,259"
LIX,CTCP Bột Giặt Lix,Sản xuất,"Sản xuất hóa chất, dược phẩm","Sản xuất xà phòng, chất tẩy rửa",HOSE,10/12/2009,"32,400,000"
TEG,CTCP Năng lượng và Bất động sản Trường Thành,Sản xuất,Sản xuất sản phẩm khoáng chất phi kim,Sản xuất xi măng và các sản phẩm bê tông,HOSE,9/3/2018,"32,383,642"
BKG,CTCP Đầu tư BKG Việt Nam,Sản xuất,Sản xuất các sản phẩm gỗ,Sản xuất các sản phẩm gỗ khác,HOSE,31/12/2020,"32,000,000"
HRC,CTCP Cao su Hòa Bình,Sản xuất,"Sản xuất hóa chất, dược phẩm","Sản xuất nhựa, cao su tổng hợp, sợi tổng hợp nhân tạo",HOSE,26/12/2006,"30,206,622"
HHP,CTCP Giấy Hoàng Hà Hải Phòng,Sản xuất,Sản xuất giấy,Sản xuất các sản phẩm từ giấy,HOSE,3/3/2021,"30,069,824"
TRC,CTCP Cao su Tây Ninh,Sản xuất,"Sản xuất hóa chất, dược phẩm","Sản xuất nhựa, cao su tổng hợp, sợi tổng hợp nhân tạo",HOSE,24/07/2007,"30,000,000"
CRC,CTCP Create Capital Việt Nam,Sản xuất,Sản xuất sản phẩm khoáng chất phi kim,Sản xuất các sản phẩm từ đất sét và vật liệu chịu nhiệt,HOSE,20/08/2018,"30,000,000"
ACC,CTCP Đầu tư và Xây dựng Bình Dương ACC,Sản xuất,Sản xuất sản phẩm khoáng chất phi kim,Sản xuất xi măng và các sản phẩm bê tông,HOSE,30/06/2011,"30,000,000"
SMB,CTCP Bia Sài Gòn - Miền Trung,Sản xuất,Sản xuất đồ uống và thuốc lá,Sản xuất đồ uống,HOSE,3/8/2018,"29,846,648"
SRC,CTCP Cao su Sao Vàng,Sản xuất,Sản xuất các sản phẩm nhựa và cao su,Sản xuất các sản phẩm cao su,HOSE,7/10/2009,"28,065,765"
SBV,CTCP Siam Brothers Việt Nam,Sản xuất,Sản xuất khác,Sản xuất khác,HOSE,16/05/2017,"27,366,476"
HCD,CTCP Đầu tư Sản xuất và Thương mại HCD,Sản xuất,Sản xuất các sản phẩm nhựa và cao su,Sản xuất các sản phẩm nhựa,HOSE,4/7/2016,"27,000,000"
VCF,CTCP Vinacafé Biên Hòa,Sản xuất,Sản xuất đồ uống và thuốc lá,Sản xuất đồ uống,HOSE,28/01/2011,"26,579,135"
OPC,CTCP Dược phẩm OPC,Sản xuất,"Sản xuất hóa chất, dược phẩm",Sản xuất thuốc và dược phẩm,HOSE,30/10/2008,"26,577,280"
CLC,CTCP Cát Lợi,Sản xuất,Sản xuất đồ uống và thuốc lá,Sản xuất thuốc lá,HOSE,16/11/2006,"26,207,583"
VPS,CTCP Thuốc sát trùng Việt Nam (VIPESCO),Sản xuất,"Sản xuất hóa chất, dược phẩm","Sản xuất thuốc trừ sâu, phân bón và các loại hóa chất nông nghiệp",HOSE,19/08/2015,"24,460,792"
TPC,CTCP Nhựa Tân Đại Hưng,Sản xuất,Sản xuất các sản phẩm nhựa và cao su,Sản xuất các sản phẩm nhựa,HOSE,28/11/2007,"24,430,596"
TVT,Tổng Công ty Việt Thắng - CTCP,Sản xuất,"Sản xuất sợi, vải","Sản xuất sợi, vải thành phẩm",HOSE,17/07/2017,"21,000,000"
GDT,CTCP Chế biến Gỗ Đức Thành,Sản xuất,Sản xuất trang thiết bị nội thất và sản phẩm liên quan,Sản xuất tủ bếp và nội thất hộ gia đình,HOSE,17/11/2009,"19,747,171"
TNC,CTCP Cao su Thống Nhất,Sản xuất,"Sản xuất hóa chất, dược phẩm","Sản xuất nhựa, cao su tổng hợp, sợi tổng hợp nhân tạo",HOSE,22/08/2007,"19,250,000"
AGM,CTCP Xuất Nhập khẩu An Giang,Sản xuất,Sản xuất thực phẩm,Xay sát các loại hạt và hạt có dầu,HOSE,14/12/2012,"18,200,000"
GMH,CTCP Minh Hưng Quảng Trị,Sản xuất,Sản xuất sản phẩm khoáng chất phi kim,Sản xuất các sản phẩm từ đất sét và vật liệu chịu nhiệt,HOSE,12/1/2022,"16,500,000"
VDP,CTCP Dược phẩm Trung ương VIDIPHA,Sản xuất,"Sản xuất hóa chất, dược phẩm",Sản xuất thuốc và dược phẩm,HOSE,15/08/2017,"16,082,904"
SAV,CTCP Hợp tác Kinh tế và Xuất nhập khẩu Savimex,Sản xuất,Sản xuất trang thiết bị nội thất và sản phẩm liên quan,Sản xuất tủ bếp và nội thất hộ gia đình,HOSE,9/5/2002,"16,019,967"
THG,CTCP Đầu tư và Xây dựng Tiền Giang,Sản xuất,Sản xuất sản phẩm khoáng chất phi kim,Sản xuất xi măng và các sản phẩm bê tông,HOSE,28/07/2011,"15,971,306"
BBC,CTCP Bibica,Sản xuất,Sản xuất thực phẩm,Sản xuất đường và bánh kẹo,HOSE,19/12/2001,"15,420,782"
NHT,CTCP Sản xuất và Thương mại Nam Hoa,Sản xuất,Sản xuất các sản phẩm gỗ,Sản xuất các sản phẩm gỗ khác,HOSE,10/11/2021,"15,411,541"
EMC,CTCP Cơ điện Thủ Đức,Sản xuất,"Sản xuất trang thiết bị, dụng cụ điện",Sản xuất thiết bị điện,HOSE,29/11/2012,"15,297,333"
VCA,CTCP Thép VICASA - VNSTEEL,Sản xuất,Sản xuất các sản phẩm kim loại cơ bản,"Sản xuất sắt, thép và hợp kim fero",HOSE,10/3/2021,"15,187,322"
MCP,CTCP In và Bao bì Mỹ Châu,Sản xuất,Sản xuất sản phẩm kim loại tổng hợp,Sản xuất sản phẩm kim loại tổng hợp khác,HOSE,28/12/2006,"15,071,337"
LAF,CTCP Chế biến hàng Xuất khẩu Long An,Sản xuất,Sản xuất thực phẩm,Sản xuất các loại thực phẩm khác,HOSE,15/12/2000,"14,728,019"
YBM,CTCP Khoáng sản Công nghiệp Yên Bái,Sản xuất,Sản xuất sản phẩm khoáng chất phi kim,Sản xuất sản phẩm từ khoáng chất phi kim khác,HOSE,21/08/2018,"14,299,880"
ABT,CTCP Xuất nhập khẩu Thủy sản Bến Tre,Sản xuất,Sản xuất thực phẩm,Sơ chế và đóng gói thủy sản,HOSE,25/12/2006,"14,107,207"
SPM,CTCP SPM,Sản xuất,"Sản xuất hóa chất, dược phẩm",Sản xuất thuốc và dược phẩm,HOSE,21/05/2010,"14,000,000"
GAB,CTCP Đầu tư Khai Khoáng và Quản lý Tài sản FLC,Sản xuất,Sản xuất sản phẩm khoáng chất phi kim,Sản xuất các sản phẩm từ đất sét và vật liệu chịu nhiệt,HOSE,11/7/2019,"13,800,000"
SVD,CTCP Đầu tư & Thương mại Vũ Đăng,Sản xuất,"Sản xuất sợi, vải",Sản xuất sợi,HOSE,2/2/2021,"12,900,000"
SVI,CTCP Bao bì Biên Hòa,Sản xuất,Sản xuất giấy,Sản xuất các sản phẩm từ giấy,HOSE,12/3/2012,"12,832,437"
BRC,CTCP Cao su Bến Thành,Sản xuất,Sản xuất các sản phẩm nhựa và cao su,Sản xuất các sản phẩm cao su,HOSE,13/12/2011,"12,374,997"
AAM,CTCP Thủy sản MeKong,Sản xuất,Sản xuất thực phẩm,Sơ chế và đóng gói thủy sản,HOSE,24/09/2009,"12,346,411"
RAL,CTCP Bóng đèn Phích nước Rạng Đông,Sản xuất,"Sản xuất trang thiết bị, dụng cụ điện",Sản xuất thiết bị điện chiếu sáng,HOSE,6/12/2006,"12,075,000"
VTB,CTCP Viettronics Tân Bình,Sản xuất,"Sản xuất các sản phẩm điện tử, vi tính",Sản xuất thiết bị truyền thông,HOSE,27/12/2006,"11,982,050"
SVT,CTCP Công nghệ Sài Gòn Viễn Đông,Sản xuất,Sản xuất phương tiện vận tải,Sản xuất phụ tùng xe cơ giới,HOSE,5/10/2011,"11,579,574"
GTA,CTCP Chế biến gỗ Thuận An,Sản xuất,Sản xuất các sản phẩm gỗ,Sản xuất các sản phẩm gỗ khác,HOSE,23/07/2007,"10,400,000"
TCR,CTCP Công nghiệp Gốm sứ Taicera,Sản xuất,Sản xuất sản phẩm khoáng chất phi kim,Sản xuất các sản phẩm từ đất sét và vật liệu chịu nhiệt,HOSE,29/12/2006,"10,373,190"
LBM,CTCP Khoáng sản và Vật liệu Xây dựng Lâm Đồng,Sản xuất,Sản xuất sản phẩm khoáng chất phi kim,Sản xuất các sản phẩm từ đất sét và vật liệu chịu nhiệt,HOSE,20/12/2006,"10,000,000"
SCD,CTCP Nước giải khát Chương Dương,Sản xuất,Sản xuất đồ uống và thuốc lá,Sản xuất đồ uống,HOSE,25/12/2006,"8,500,000"
DTT,CTCP Kỹ nghệ Đô Thành,Sản xuất,Sản xuất các sản phẩm nhựa và cao su,Sản xuất các sản phẩm nhựa,HOSE,22/12/2006,"8,151,820"
TYA,CTCP Dây và Cáp Điện Taya Việt Nam,Sản xuất,"Sản xuất trang thiết bị, dụng cụ điện",Sản xuất các thiết bị điện và dụng cụ khác,HOSE,15/02/2006,"6,134,773"
HNG,CTCP Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Sản xuất nông nghiệp,Trồng trọt,Trồng trọt các loại cây khác,HOSE,20/07/2015,"1,108,553,895"
HAG,CTCP Hoàng Anh Gia Lai,Sản xuất nông nghiệp,Trồng trọt,Trồng trọt cây có hạt và các loại trái cây,HOSE,22/12/2008,"927,467,947"
ASM,CTCP Tập đoàn Sao Mai,Sản xuất nông nghiệp,Chăn nuôi,Nuôi trồng thủy sản,HOSE,18/01/2010,"258,867,849"
SJF,CTCP Đầu tư Sao Thái Dương,Sản xuất nông nghiệp,Trồng trọt,Trồng trọt các loại cây khác,HOSE,5/7/2017,"79,200,000"
BAF,CTCP Nông nghiệp BAF Việt Nam,Sản xuất nông nghiệp,Chăn nuôi,Chăn nuôi heo,HOSE,3/12/2021,"78,000,000"
APC,CTCP Chiếu xạ An Phú,Sản xuất nông nghiệp,Hoạt động hỗ trợ cho nông lâm nghiệp,Các hoạt động hỗ trợ cho trồng trọt,HOSE,5/2/2010,"20,121,395"
NSC,CTCP Tập đoàn Giống cây trồng Việt Nam,Sản xuất nông nghiệp,Trồng trọt,Trồng trọt các loại cây khác,HOSE,21/12/2006,"17,586,988"
HSL,CTCP Đầu tư Phát triển Thực phẩm Hồng Hà,Sản xuất nông nghiệp,Trồng trọt,Trồng trọt cây lương thực và các loại hạt có dầu,HOSE,10/5/2018,"17,167,144"
SSC,CTCP Giống cây trồng Miền Nam,Sản xuất nông nghiệp,Trồng trọt,Trồng trọt các loại cây khác,HOSE,1/3/2005,"14,992,367"
CTG,Ngân hàng TMCP Công Thương Việt Nam,Tài chính và bảo hiểm,Trung gian tín dụng và các hoạt động liên quan,Trung gian tín dụng có nhận tiền gửi,HOSE,16/07/2009,"4,805,750,609"
VCB,Ngân hàng TMCP Ngoại thương Việt Nam,Tài chính và bảo hiểm,Trung gian tín dụng và các hoạt động liên quan,Trung gian tín dụng có nhận tiền gửi,HOSE,30/06/2009,"4,732,516,571"
VPB,Ngân hàng TMCP Việt Nam Thịnh Vượng,Tài chính và bảo hiểm,Trung gian tín dụng và các hoạt động liên quan,Trung gian tín dụng có nhận tiền gửi,HOSE,17/08/2017,"4,432,473,387"
BID,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,Tài chính và bảo hiểm,Trung gian tín dụng và các hoạt động liên quan,Trung gian tín dụng có nhận tiền gửi,HOSE,24/01/2014,"4,022,018,040"
MBB,Ngân hàng TMCP Quân Đội,Tài chính và bảo hiểm,Trung gian tín dụng và các hoạt động liên quan,Trung gian tín dụng có nhận tiền gửi,HOSE,1/11/2011,"3,778,321,777"
TCB,Ngân hàng TMCP Kỹ thương Việt Nam,Tài chính và bảo hiểm,Trung gian tín dụng và các hoạt động liên quan,Trung gian tín dụng có nhận tiền gửi,HOSE,4/6/2018,"3,510,914,798"
ACB,Ngân hàng TMCP Á Châu,Tài chính và bảo hiểm,Trung gian tín dụng và các hoạt động liên quan,Trung gian tín dụng có nhận tiền gửi,HOSE,9/12/2020,"2,701,948,075"
SHB,Ngân hàng TMCP Sài Gòn - Hà Nội,Tài chính và bảo hiểm,Trung gian tín dụng và các hoạt động liên quan,Trung gian tín dụng có nhận tiền gửi,HOSE,11/10/2021,"2,667,369,799"
HDB,Ngân hàng TMCP Phát triển TP. HCM,Tài chính và bảo hiểm,Trung gian tín dụng và các hoạt động liên quan,Trung gian tín dụng có nhận tiền gửi,HOSE,5/1/2018,"2,007,290,642"
STB,Ngân hàng TMCP Sài Gòn Thương Tín,Tài chính và bảo hiểm,Trung gian tín dụng và các hoạt động liên quan,Trung gian tín dụng có nhận tiền gửi,HOSE,12/7/2006,"1,885,215,716"
TPB,Ngân hàng TMCP Tiên Phong,Tài chính và bảo hiểm,Trung gian tín dụng và các hoạt động liên quan,Trung gian tín dụng có nhận tiền gửi,HOSE,19/04/2018,"1,581,755,495"
VIB,Ngân hàng TMCP Quốc tế Việt Nam,Tài chính và bảo hiểm,Trung gian tín dụng và các hoạt động liên quan,Trung gian tín dụng có nhận tiền gửi,HOSE,10/11/2020,"1,553,142,993"
MSB,Ngân hàng TMCP Hàng hải Việt Nam,Tài chính và bảo hiểm,Trung gian tín dụng và các hoạt động liên quan,Trung gian tín dụng có nhận tiền gửi,HOSE,23/12/2020,"1,527,500,000"
SSB,Ngân hàng TMCP Đông Nam Á,Tài chính và bảo hiểm,Trung gian tín dụng và các hoạt động liên quan,Trung gian tín dụng có nhận tiền gửi,HOSE,24/03/2021,"1,478,488,369"
OCB,Ngân hàng TMCP Phương Đông,Tài chính và bảo hiểm,Trung gian tín dụng và các hoạt động liên quan,Trung gian tín dụng có nhận tiền gửi,HOSE,28/01/2021,"1,369,882,863"
EIB,Ngân hàng TMCP Xuất nhập khẩu Việt Nam,Tài chính và bảo hiểm,Trung gian tín dụng và các hoạt động liên quan,Trung gian tín dụng có nhận tiền gửi,HOSE,27/10/2009,"1,235,522,904"
LPB,Ngân hàng TMCP Bưu điện Liên Việt,Tài chính và bảo hiểm,Trung gian tín dụng và các hoạt động liên quan,Trung gian tín dụng có nhận tiền gửi,HOSE,9/11/2020,"1,203,590,474"
SSI,CTCP Chứng khoán SSI,Tài chính và bảo hiểm,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",Môi giới chứng khoán và hàng hóa,HOSE,29/10/2007,"984,750,022"
BVH,Tập đoàn Bảo Việt,Tài chính và bảo hiểm,Bảo hiểm và các hoạt động liên quan,Hãng bảo hiểm,HOSE,25/06/2009,"742,322,764"
FUEVFVND,Quỹ ETF DCVFMVN DIAMOND,Tài chính và bảo hiểm,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",Quỹ đầu tư và công cụ đầu tư khác,HOSE,12/5/2020,"504,000,000"
HCM,CTCP Chứng khoán Thành phố Hồ Chí Minh,Tài chính và bảo hiểm,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",Môi giới chứng khoán và hàng hóa,HOSE,19/05/2009,"458,052,367"
VND,CTCP Chứng khoán VNDirect,Tài chính và bảo hiểm,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",Môi giới chứng khoán và hàng hóa,HOSE,18/08/2017,"434,944,687"
E1VFVN30,Quỹ ETF DCVFMVN30,Tài chính và bảo hiểm,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",Quỹ đầu tư và công cụ đầu tư khác,HOSE,6/10/2014,"394,200,000"
VCI,CTCP Chứng khoán Bản Việt,Tài chính và bảo hiểm,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",Môi giới chứng khoán và hàng hóa,HOSE,7/7/2017,"333,000,000"
EVF,Công ty Tài chính Cổ phần Điện lực,Tài chính và bảo hiểm,Trung gian tín dụng và các hoạt động liên quan,Trung gian tín dụng có nhận tiền gửi,HOSE,12/1/2022,"304,707,628"
OGC,CTCP Tập đoàn Đại Dương,Tài chính và bảo hiểm,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",Các hoạt động đầu tư tài chính khác,HOSE,4/5/2010,"300,000,000"
VIX,CTCP Chứng khoán VIX,Tài chính và bảo hiểm,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",Môi giới chứng khoán và hàng hóa,HOSE,8/1/2021,"274,595,229"
AGR,CTCP Chứng khoán Agribank,Tài chính và bảo hiểm,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",Môi giới chứng khoán và hàng hóa,HOSE,10/12/2009,"212,000,000"
ORS,CTCP Chứng khoán Tiên Phong,Tài chính và bảo hiểm,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",Môi giới chứng khoán và hàng hóa,HOSE,4/11/2021,"200,000,000"
FUESSVFL,Quỹ ETF SSIAM VNFIN LEAD,Tài chính và bảo hiểm,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",Quỹ đầu tư và công cụ đầu tư khác,HOSE,18/03/2020,"169,100,000"
FTS,CTCP Chứng khoán FPT,Tài chính và bảo hiểm,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",Môi giới chứng khoán và hàng hóa,HOSE,13/01/2017,"147,567,297"
APG,CTCP Chứng khoán APG,Tài chính và bảo hiểm,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",Môi giới chứng khoán và hàng hóa,HOSE,30/11/2016,"146,306,612"
MIG,Tổng Công ty cổ phần Bảo hiểm Quân Đội,Tài chính và bảo hiểm,Bảo hiểm và các hoạt động liên quan,Hãng bảo hiểm,HOSE,21/01/2021,"143,000,000"
BSI,CTCP Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam,Tài chính và bảo hiểm,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",Môi giới chứng khoán và hàng hóa,HOSE,19/07/2011,"122,070,078"
BIC,Tổng Công ty cổ phần Bảo hiểm Ngân hàng Đầu tư và Phát triển Việt Nam,Tài chính và bảo hiểm,Bảo hiểm và các hoạt động liên quan,Hãng bảo hiểm,HOSE,6/9/2011,"117,276,895"
TVB,CTCP Chứng khoán Trí Việt,Tài chính và bảo hiểm,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",Môi giới chứng khoán và hàng hóa,HOSE,29/06/2018,"112,015,461"
BMI,Tổng Công ty cổ phần Bảo Minh,Tài chính và bảo hiểm,Bảo hiểm và các hoạt động liên quan,Hãng bảo hiểm,HOSE,21/04/2008,"109,623,985"
TVS,CTCP Chứng khoán Thiên Việt,Tài chính và bảo hiểm,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",Môi giới chứng khoán và hàng hóa,HOSE,15/01/2015,"107,075,184"
